Season,Year_City,year,name,value
Summer,2008 Beijing,2008-01-01,CRC,0
Summer,2008 Beijing,2008-01-01,MNE,0
Winter,2006 Torino,2006-01-01,MDA,0
Summer,1964 Tokyo,1964-01-01,JAM,0
Summer,1952 Helsinki,1952-01-01,AHO,0
Winter,2014 Sochi,2014-01-01,CRO,1
Summer,1996 Atlanta,1996-01-01,PHI,1
Summer,2000 Sydney,2000-01-01,PHI,0
Summer,2004 Athina,2004-01-01,PHI,0
Winter,1968 Grenoble,1968-01-01,CHI,0
Summer,2008 Beijing,2008-01-01,URU,0
Summer,1996 Atlanta,1996-01-01,GRN,0
Winter,1964 Innsbruck,1964-01-01,AUS,0
Winter,1948 Sankt Moritz,1948-01-01,NED,0
Winter,1952 Oslo,1952-01-01,NED,3
Winter,1956 Cortina d'Ampezzo,1956-01-01,NED,0
Winter,1960 Squaw Valley,1960-01-01,NED,2
Summer,1992 Barcelona,1992-01-01,BER,0
Summer,2000 Sydney,2000-01-01,BER,0
Winter,1948 Sankt Moritz,1948-01-01,POL,0
Winter,1956 Cortina d'Ampezzo,1956-01-01,POL,1
Summer,1968 Mexico City,1968-01-01,JAM,1
Summer,2012 London,2012-01-01,COK,0
Summer,1992 Barcelona,1992-01-01,ASA,0
Summer,1996 Atlanta,1996-01-01,ASA,0
Winter,2002 Salt Lake City,2002-01-01,JAM,0
Summer,1988 Seoul,1988-01-01,ANT,0
Winter,2010 Vancouver,2010-01-01,CRO,3
Winter,1988 Calgary,1988-01-01,GUA,0
Summer,1984 Los Angeles,1984-01-01,PNG,0
Summer,2016 Rio de Janeiro,2016-01-01,GBS,0
Winter,1960 Squaw Valley,1960-01-01,TCH,1
Summer,2008 Beijing,2008-01-01,SMR,0
Summer,1960 Roma,1960-01-01,LIE,0
Summer,1964 Tokyo,1964-01-01,LIE,0
Winter,1936 Garmisch-Partenkirchen,1936-01-01,LIE,0
Summer,1948 London,1948-01-01,LIE,0
Summer,1984 Los Angeles,1984-01-01,LIE,0
Winter,1992 Albertville,1992-01-01,LIE,0
Winter,1994 Lillehammer,1994-01-01,LIE,0
Winter,1998 Nagano,1998-01-01,LIE,0
Winter,2002 Salt Lake City,2002-01-01,LIE,0
Winter,2006 Torino,2006-01-01,LIE,0
Winter,2010 Vancouver,2010-01-01,LIE,0
Summer,1976 Montreal,1976-01-01,LIE,0
Summer,1956 Stockholm,1956-01-01,SUI,1
Summer,2004 Athina,2004-01-01,MRI,0
Winter,1998 Nagano,1998-01-01,MDA,0
Winter,2002 Salt Lake City,2002-01-01,MDA,0
Summer,2016 Rio de Janeiro,2016-01-01,LAO,0
Winter,1936 Garmisch-Partenkirchen,1936-01-01,ROU,0
Winter,1972 Sapporo,1972-01-01,LIE,0
Summer,1968 Mexico City,1968-01-01,VNM,0
Winter,1924 Chamonix,1924-01-01,POL,0
Winter,1964 Innsbruck,1964-01-01,IND,0
Winter,1968 Grenoble,1968-01-01,IND,0
Winter,2014 Sochi,2014-01-01,MNE,0
Summer,2004 Athina,2004-01-01,FIJ,0
Summer,2008 Beijing,2008-01-01,FIJ,0
Summer,1964 Tokyo,1964-01-01,SRI,0
Winter,1928 Sankt Moritz,1928-01-01,LTU,0
Winter,2014 Sochi,2014-01-01,SRB,0
Winter,1924 Chamonix,1924-01-01,NEP,1
Summer,2012 London,2012-01-01,BER,0
Summer,1972 Munich,1972-01-01,GUA,0
Summer,1992 Barcelona,1992-01-01,BIH,0
Summer,1984 Los Angeles,1984-01-01,BER,0
Winter,1976 Innsbruck,1976-01-01,AUS,0
Winter,1928 Sankt Moritz,1928-01-01,EST,0
Summer,2004 Athina,2004-01-01,GUY,0
Summer,2008 Beijing,2008-01-01,GUY,0
Summer,1968 Mexico City,1968-01-01,BAR,0
Summer,1976 Montreal,1976-01-01,IRL,0
Summer,1988 Seoul,1988-01-01,IRL,0
Summer,1992 Barcelona,1992-01-01,TAN,0
Summer,2000 Sydney,2000-01-01,PUR,0
Summer,1984 Los Angeles,1984-01-01,RWA,0
Summer,1992 Barcelona,1992-01-01,ZAM,0
Summer,2008 Beijing,2008-01-01,ZAM,0
Summer,1988 Seoul,1988-01-01,ZAM,0
Summer,2000 Sydney,2000-01-01,ZAM,0
Winter,2014 Sochi,2014-01-01,ISR,0
Summer,1956 Melbourne,1956-01-01,IRL,5
Summer,2016 Rio de Janeiro,2016-01-01,RWA,0
Summer,1980 Moskva,1980-01-01,ANG,0
Summer,2016 Rio de Janeiro,2016-01-01,TLS,0
Summer,2000 Sydney,2000-01-01,DOM,0
Summer,1992 Barcelona,1992-01-01,ECU,0
Summer,2012 London,2012-01-01,BAN,0
Summer,1988 Seoul,1988-01-01,CHN,28
Summer,2008 Beijing,2008-01-01,SGP,1
Winter,2010 Vancouver,2010-01-01,CHN,11
Summer,1996 Atlanta,1996-01-01,ECU,1
Winter,1998 Nagano,1998-01-01,ARG,0
Summer,2004 Athina,2004-01-01,ECU,0
Summer,1996 Atlanta,1996-01-01,BOL,0
Summer,2008 Beijing,2008-01-01,BOL,0
Summer,2016 Rio de Janeiro,2016-01-01,ALB,0
Summer,1976 Montreal,1976-01-01,BAH,0
Summer,1896 Athina,1896-01-01,FRA,11
Summer,2012 London,2012-01-01,LUX,0
Winter,2002 Salt Lake City,2002-01-01,MON,0
Summer,2000 Sydney,2000-01-01,BOL,0
Summer,2008 Beijing,2008-01-01,MOZ,0
Summer,2012 London,2012-01-01,MOZ,0
Summer,1996 Atlanta,1996-01-01,MLI,0
Summer,2008 Beijing,2008-01-01,MTN,0
Summer,1968 Mexico City,1968-01-01,SEN,0
Summer,1972 Munich,1972-01-01,MLI,0
Summer,2000 Sydney,2000-01-01,MLI,0
Summer,2012 London,2012-01-01,MLI,0
Summer,1988 Seoul,1988-01-01,MLI,0
Summer,1964 Tokyo,1964-01-01,MLI,0
Summer,1980 Moskva,1980-01-01,ZIM,1
Winter,2014 Sochi,2014-01-01,MDA,0
Winter,1924 Chamonix,1924-01-01,CAN,1
Summer,1900 Paris,1900-01-01,ARG,0
Summer,1960 Roma,1960-01-01,PAN,0
Summer,1964 Tokyo,1964-01-01,PAN,0
Winter,1992 Albertville,1992-01-01,AUS,0
Winter,2014 Sochi,2014-01-01,ISV,0
Summer,1984 Los Angeles,1984-01-01,ESA,0
Summer,1900 Paris,1900-01-01,ESP,1
Winter,1936 Garmisch-Partenkirchen,1936-01-01,ESP,0
Summer,1920 Antwerpen,1920-01-01,POR,0
Winter,1976 Innsbruck,1976-01-01,CHI,0
Summer,2000 Sydney,2000-01-01,PAR,0
Summer,1956 Stockholm,1956-01-01,ARG,0
Summer,1996 Atlanta,1996-01-01,VIE,0
Winter,1932 Lake Placid,1932-01-01,SUI,1
Summer,2004 Athina,2004-01-01,GBS,0
Summer,1992 Barcelona,1992-01-01,ANG,0
Summer,1956 Stockholm,1956-01-01,ITA,3
Summer,2004 Athina,2004-01-01,GEQ,0
Winter,1984 Sarajevo,1984-01-01,CRC,0
Winter,2010 Vancouver,2010-01-01,PER,0
Winter,2014 Sochi,2014-01-01,PER,0
Winter,1988 Calgary,1988-01-01,SMR,0
Winter,2006 Torino,2006-01-01,SMR,0
Winter,2010 Vancouver,2010-01-01,SMR,0
Summer,1976 Montreal,1976-01-01,PER,0
Summer,1992 Barcelona,1992-01-01,GUY,0
Winter,1968 Grenoble,1968-01-01,DEN,0
Winter,1964 Innsbruck,1964-01-01,DEN,0
Summer,2016 Rio de Janeiro,2016-01-01,LUX,0
Summer,1952 Helsinki,1952-01-01,IRL,1
Winter,1988 Calgary,1988-01-01,AHO,0
Winter,1992 Albertville,1992-01-01,AHO,0
Winter,2002 Salt Lake City,2002-01-01,MEX,0
Winter,2014 Sochi,2014-01-01,ESP,0
Summer,1972 Munich,1972-01-01,NCA,0
Summer,2012 London,2012-01-01,PAN,0
Summer,1968 Mexico City,1968-01-01,DOM,0
Summer,1948 London,1948-01-01,NZL,0
Summer,1992 Barcelona,1992-01-01,MLT,0
Summer,1904 St. Louis,1904-01-01,CUB,4
Summer,1980 Moskva,1980-01-01,SMR,0
Summer,1960 Roma,1960-01-01,SMR,0
Summer,1972 Munich,1972-01-01,SMR,0
Summer,1976 Montreal,1976-01-01,SMR,0
Winter,1928 Sankt Moritz,1928-01-01,MEX,0
Summer,1984 Los Angeles,1984-01-01,IRL,1
Winter,1932 Lake Placid,1932-01-01,ITA,0
Winter,1952 Oslo,1952-01-01,BEL,0
Winter,1956 Cortina d'Ampezzo,1956-01-01,BEL,0
Summer,2000 Sydney,2000-01-01,HON,0
Winter,2010 Vancouver,2010-01-01,ESP,0
Summer,2016 Rio de Janeiro,2016-01-01,HAI,0
Summer,2016 Rio de Janeiro,2016-01-01,BOL,0
Summer,1964 Tokyo,1964-01-01,HKG,0
Summer,1980 Moskva,1980-01-01,DOM,0
Summer,1928 Amsterdam,1928-01-01,HAI,1
Summer,1932 Los Angeles,1932-01-01,HAI,0
Summer,2016 Rio de Janeiro,2016-01-01,FIN,1
Summer,1984 Los Angeles,1984-01-01,GAM,0
Summer,2004 Athina,2004-01-01,LAT,4
Summer,1984 Los Angeles,1984-01-01,NCA,0
Winter,1948 Sankt Moritz,1948-01-01,ARG,0
Summer,2000 Sydney,2000-01-01,PRK,4
Winter,1960 Squaw Valley,1960-01-01,NZL,0
Summer,1956 Melbourne,1956-01-01,SGP,0
Summer,1996 Atlanta,1996-01-01,HKG,1
Winter,1998 Nagano,1998-01-01,ISR,0
Winter,2006 Torino,2006-01-01,ISR,0
Summer,1988 Seoul,1988-01-01,ECU,0
Summer,1972 Munich,1972-01-01,CRC,0
Winter,2014 Sochi,2014-01-01,LIB,0
Summer,2004 Athina,2004-01-01,HKG,1
Summer,1976 Montreal,1976-01-01,HKG,0
Summer,1960 Roma,1960-01-01,TPE,1
Summer,2016 Rio de Janeiro,2016-01-01,TPE,3
Summer,1968 Mexico City,1968-01-01,TPE,1
Summer,2000 Sydney,2000-01-01,HKG,0
Summer,1972 Munich,1972-01-01,HKG,0
Summer,1972 Munich,1972-01-01,SGP,0
Summer,2012 London,2012-01-01,CAM,0
Summer,2000 Sydney,2000-01-01,TPE,5
Summer,2008 Beijing,2008-01-01,TPE,4
Summer,1968 Mexico City,1968-01-01,IND,1
Summer,2008 Beijing,2008-01-01,MAW,0
Summer,2008 Beijing,2008-01-01,INA,5
Summer,1988 Seoul,1988-01-01,TPE,0
Summer,1992 Barcelona,1992-01-01,TPE,1
Summer,2012 London,2012-01-01,TPE,2
Summer,1948 London,1948-01-01,CHN,0
Summer,2004 Athina,2004-01-01,TPE,5
Summer,1964 Tokyo,1964-01-01,TPE,0
Summer,1984 Los Angeles,1984-01-01,TPE,1
Winter,1984 Sarajevo,1984-01-01,TPE,0
Winter,1998 Nagano,1998-01-01,TPE,0
Winter,1992 Albertville,1992-01-01,TPE,0
Winter,1994 Lillehammer,1994-01-01,TPE,0
Winter,1972 Sapporo,1972-01-01,KOR,0
Summer,1972 Munich,1972-01-01,TPE,0
Winter,1992 Albertville,1992-01-01,PRK,1
Summer,1980 Moskva,1980-01-01,PRK,5
Summer,1988 Seoul,1988-01-01,THA,1
Summer,1976 Montreal,1976-01-01,HAI,0
Summer,1972 Munich,1972-01-01,HAI,0
Summer,1984 Los Angeles,1984-01-01,DJI,0
Summer,1996 Atlanta,1996-01-01,THA,2
Summer,1952 Helsinki,1952-01-01,VNM,0
Summer,1984 Los Angeles,1984-01-01,BIZ,0
Summer,1992 Barcelona,1992-01-01,BIZ,0
Summer,1948 London,1948-01-01,GUY,0
Summer,1952 Helsinki,1952-01-01,PAN,0
Summer,1976 Montreal,1976-01-01,SGP,0
Summer,1988 Seoul,1988-01-01,TTO,0
Winter,2002 Salt Lake City,2002-01-01,TPE,0
Winter,1988 Calgary,1988-01-01,TPE,0
Winter,1992 Albertville,1992-01-01,CHN,3
Winter,1994 Lillehammer,1994-01-01,CHN,3
Summer,1956 Melbourne,1956-01-01,TPE,0
Winter,1972 Sapporo,1972-01-01,TPE,0
Winter,1976 Innsbruck,1976-01-01,TPE,0
Summer,2012 London,2012-01-01,SGP,2
Summer,1984 Los Angeles,1984-01-01,HKG,0
Summer,2016 Rio de Janeiro,2016-01-01,GRN,1
Winter,1992 Albertville,1992-01-01,CRC,0
Summer,2000 Sydney,2000-01-01,MYA,0
Winter,1998 Nagano,1998-01-01,UZB,0
Winter,1998 Nagano,1998-01-01,ARM,0
Summer,1952 Helsinki,1952-01-01,HKG,0
Summer,1956 Melbourne,1956-01-01,HKG,0
Summer,1960 Roma,1960-01-01,HKG,0
Summer,1972 Munich,1972-01-01,CAM,0
Summer,1984 Los Angeles,1984-01-01,BHU,0
Summer,1992 Barcelona,1992-01-01,URU,0
Winter,1984 Sarajevo,1984-01-01,JPN,1
Summer,2004 Athina,2004-01-01,ZAM,0
Summer,1980 Moskva,1980-01-01,BOT,0
Summer,1952 Helsinki,1952-01-01,LIB,2
Summer,1968 Mexico City,1968-01-01,TAN,0
Summer,1972 Munich,1972-01-01,ZAM,0
Summer,2000 Sydney,2000-01-01,MAW,0
Summer,2004 Athina,2004-01-01,MAW,0
Summer,1992 Barcelona,1992-01-01,ZIM,0
Summer,2008 Beijing,2008-01-01,LAO,0
Summer,1984 Los Angeles,1984-01-01,ZAM,1
Summer,1972 Munich,1972-01-01,MAW,0
Summer,2016 Rio de Janeiro,2016-01-01,ZAM,0
Summer,1984 Los Angeles,1984-01-01,ZIM,0
Summer,2016 Rio de Janeiro,2016-01-01,MAW,0
Summer,1984 Los Angeles,1984-01-01,MOZ,0
Summer,2000 Sydney,2000-01-01,GUM,0
Summer,2012 London,2012-01-01,BHU,0
Summer,2000 Sydney,2000-01-01,BHU,0
Summer,2004 Athina,2004-01-01,BHU,0
Summer,2016 Rio de Janeiro,2016-01-01,PRK,7
Summer,1996 Atlanta,1996-01-01,PRK,5
Summer,2004 Athina,2004-01-01,PRK,5
Summer,1952 Helsinki,1952-01-01,KOR,2
Winter,1972 Sapporo,1972-01-01,PRK,0
Winter,2014 Sochi,2014-01-01,KOR,8
Winter,1964 Innsbruck,1964-01-01,KOR,0
Winter,1960 Squaw Valley,1960-01-01,KOR,0
Winter,1948 Sankt Moritz,1948-01-01,KOR,0
Summer,1996 Atlanta,1996-01-01,ZAM,1
Summer,1988 Seoul,1988-01-01,MRI,0
Summer,2012 London,2012-01-01,ZAM,0
Summer,1996 Atlanta,1996-01-01,LIB,0
Summer,2016 Rio de Janeiro,2016-01-01,CAM,0
Summer,1960 Roma,1960-01-01,MYA,0
Summer,1976 Montreal,1976-01-01,ANT,0
Summer,1956 Stockholm,1956-01-01,NOR,0
Summer,2012 London,2012-01-01,VIE,0
Summer,1968 Mexico City,1968-01-01,SGP,0
Summer,1980 Moskva,1980-01-01,VIE,0
Winter,1992 Albertville,1992-01-01,IND,0
Winter,2002 Salt Lake City,2002-01-01,KGZ,0
Summer,1936 Berlin,1936-01-01,LUX,0
Winter,1984 Sarajevo,1984-01-01,AUT,1
Summer,2000 Sydney,2000-01-01,THA,3
Summer,1920 Antwerpen,1920-01-01,YUG,0
Winter,1972 Sapporo,1972-01-01,PHI,0
Summer,2000 Sydney,2000-01-01,SEN,0
Winter,1992 Albertville,1992-01-01,CRO,0
Summer,1992 Barcelona,1992-01-01,MRI,0
Winter,2010 Vancouver,2010-01-01,BRA,0
Summer,1976 Montreal,1976-01-01,BAR,0
Summer,1984 Los Angeles,1984-01-01,BAH,0
Summer,1996 Atlanta,1996-01-01,BAH,1
Summer,1992 Barcelona,1992-01-01,LUX,0
Summer,2016 Rio de Janeiro,2016-01-01,ISV,0
Winter,1960 Squaw Valley,1960-01-01,GBR,0
Summer,1932 Los Angeles,1932-01-01,GRE,0
Summer,2000 Sydney,2000-01-01,HAI,0
Summer,1928 Amsterdam,1928-01-01,NZL,1
Winter,1972 Sapporo,1972-01-01,AUS,0
Summer,2000 Sydney,2000-01-01,IVB,0
Summer,1906 Athina,1906-01-01,BEL,7
Summer,1976 Montreal,1976-01-01,PNG,0
Winter,1968 Grenoble,1968-01-01,AUS,0
Summer,2004 Athina,2004-01-01,GUM,0
Winter,1992 Albertville,1992-01-01,NZL,1
Winter,1994 Lillehammer,1994-01-01,NZL,0
Winter,1948 Sankt Moritz,1948-01-01,DEN,0
Winter,1952 Oslo,1952-01-01,DEN,0
Summer,1968 Mexico City,1968-01-01,SLE,0
Winter,2010 Vancouver,2010-01-01,MON,0
Summer,2004 Athina,2004-01-01,ALB,0
Summer,2004 Athina,2004-01-01,URU,0
Winter,1932 Lake Placid,1932-01-01,GBR,0
Summer,2012 London,2012-01-01,GAM,0
Summer,1964 Tokyo,1964-01-01,BAH,1
Summer,1932 Los Angeles,1932-01-01,IRL,2
Summer,1988 Seoul,1988-01-01,GRN,0
Summer,2004 Athina,2004-01-01,SKN,0
Summer,2008 Beijing,2008-01-01,SKN,0
Summer,1906 Athina,1906-01-01,EGY,0
Summer,2000 Sydney,2000-01-01,CAF,0
Winter,2006 Torino,2006-01-01,IRL,0
Summer,1936 Berlin,1936-01-01,BOL,0
Summer,1960 Roma,1960-01-01,SGP,1
Summer,1960 Roma,1960-01-01,SRI,0
Summer,1992 Barcelona,1992-01-01,VIN,0
Summer,1988 Seoul,1988-01-01,BAH,0
Summer,2000 Sydney,2000-01-01,LBR,0
Summer,1964 Tokyo,1964-01-01,BER,0
Summer,1960 Roma,1960-01-01,ZIM,0
Summer,1968 Mexico City,1968-01-01,HKG,0
Summer,1996 Atlanta,1996-01-01,LBR,0
Summer,2004 Athina,2004-01-01,SRI,0
Summer,2012 London,2012-01-01,SRI,0
Summer,2004 Athina,2004-01-01,PAN,0
Summer,1904 St. Louis,1904-01-01,FRA,2
Summer,1912 Stockholm,1912-01-01,POR,0
Summer,1900 Paris,1900-01-01,HAI,1
Winter,2006 Torino,2006-01-01,BIH,0
Winter,2002 Salt Lake City,2002-01-01,NZL,0
Summer,2016 Rio de Janeiro,2016-01-01,MLI,0
Summer,1992 Barcelona,1992-01-01,MLI,0
Winter,1984 Sarajevo,1984-01-01,BEL,0
Summer,2004 Athina,2004-01-01,MOZ,0
Summer,2012 London,2012-01-01,ZIM,0
Summer,2004 Athina,2004-01-01,IVB,0
Winter,1994 Lillehammer,1994-01-01,SMR,0
Summer,2016 Rio de Janeiro,2016-01-01,MHL,0
Summer,2008 Beijing,2008-01-01,MHL,0
Summer,1932 Los Angeles,1932-01-01,ROU,0
Winter,2014 Sochi,2014-01-01,IVB,0
Summer,2016 Rio de Janeiro,2016-01-01,MON,0
Summer,1984 Los Angeles,1984-01-01,SUR,0
Summer,2008 Beijing,2008-01-01,CPV,0
Summer,1956 Melbourne,1956-01-01,PUR,0
Summer,2000 Sydney,2000-01-01,NCA,0
Summer,1932 Los Angeles,1932-01-01,CUB,0
Summer,1996 Atlanta,1996-01-01,BAR,0
Winter,1932 Lake Placid,1932-01-01,POL,0
Winter,1936 Garmisch-Partenkirchen,1936-01-01,POL,0
Summer,2012 London,2012-01-01,STP,0
Summer,2004 Athina,2004-01-01,STP,0
Summer,1968 Mexico City,1968-01-01,PAR,0
Summer,2008 Beijing,2008-01-01,GBS,0
Summer,2012 London,2012-01-01,GBS,0
Summer,2004 Athina,2004-01-01,SUR,0
Summer,1964 Tokyo,1964-01-01,NIG,0
Summer,1968 Mexico City,1968-01-01,NIG,0
Summer,1972 Munich,1972-01-01,NIG,1
Winter,1988 Calgary,1988-01-01,NZL,0
Summer,1988 Seoul,1988-01-01,AFG,0
Summer,1932 Los Angeles,1932-01-01,NOR,0
Summer,1992 Barcelona,1992-01-01,NAM,2
Summer,1968 Mexico City,1968-01-01,KUW,0
Summer,1904 St. Louis,1904-01-01,GBR,2
Winter,1988 Calgary,1988-01-01,MGL,0
Summer,1988 Seoul,1988-01-01,GAM,0
Winter,2006 Torino,2006-01-01,MKD,0
Winter,2010 Vancouver,2010-01-01,MKD,0
Winter,2014 Sochi,2014-01-01,MKD,0
Summer,2000 Sydney,2000-01-01,BEN,0
Summer,1896 Athina,1896-01-01,HUN,6
Summer,2008 Beijing,2008-01-01,FSM,0
Summer,2012 London,2012-01-01,FSM,0
Summer,1984 Los Angeles,1984-01-01,LBR,0
Winter,2010 Vancouver,2010-01-01,GRE,0
Summer,2008 Beijing,2008-01-01,BEN,0
Winter,1972 Sapporo,1972-01-01,MGL,0
Summer,1992 Barcelona,1992-01-01,AHO,0
Summer,1996 Atlanta,1996-01-01,AHO,0
Summer,2000 Sydney,2000-01-01,AHO,0
Winter,2006 Torino,2006-01-01,HUN,0
Summer,1960 Roma,1960-01-01,BER,0
Summer,1988 Seoul,1988-01-01,VAN,0
Summer,2008 Beijing,2008-01-01,AHO,0
Summer,2012 London,2012-01-01,KIR,0
Summer,1920 Antwerpen,1920-01-01,NZL,1
Summer,1992 Barcelona,1992-01-01,BAH,1
Summer,1984 Los Angeles,1984-01-01,BAN,0
Summer,1988 Seoul,1988-01-01,VIE,0
Summer,1992 Barcelona,1992-01-01,VIE,0
Winter,1964 Innsbruck,1964-01-01,NED,2
Summer,1900 Paris,1900-01-01,PER,0
Winter,2002 Salt Lake City,2002-01-01,BEL,0
Winter,2006 Torino,2006-01-01,BEL,0
Summer,1932 Los Angeles,1932-01-01,SUI,1
Summer,1932 Los Angeles,1932-01-01,POR,0
Summer,1992 Barcelona,1992-01-01,VEN,0
Summer,2004 Athina,2004-01-01,BOL,0
Summer,1936 Berlin,1936-01-01,CRC,0
Winter,1932 Lake Placid,1932-01-01,BEL,0
Summer,1932 Los Angeles,1932-01-01,COL,0
Winter,1928 Sankt Moritz,1928-01-01,ARG,0
Summer,1932 Los Angeles,1932-01-01,ESA,0
Summer,1956 Stockholm,1956-01-01,BRA,0
Summer,1904 St. Louis,1904-01-01,HUN,4
Summer,1900 Paris,1900-01-01,RUS,0
Summer,2004 Athina,2004-01-01,LUX,0
Winter,1924 Chamonix,1924-01-01,BEL,1
Summer,1948 London,1948-01-01,SRI,1
Summer,1980 Moskva,1980-01-01,GUA,0
Summer,2004 Athina,2004-01-01,VIN,0
Winter,1976 Innsbruck,1976-01-01,ARG,0
Winter,1928 Sankt Moritz,1928-01-01,NED,0
Summer,1976 Montreal,1976-01-01,ECU,0
Summer,1936 Berlin,1936-01-01,COL,0
Winter,1928 Sankt Moritz,1928-01-01,CAN,1
Winter,1948 Sankt Moritz,1948-01-01,BUL,0
Summer,1972 Munich,1972-01-01,ECU,0
Summer,1996 Atlanta,1996-01-01,BIH,0
Summer,2008 Beijing,2008-01-01,BHU,0
Winter,1956 Cortina d'Ampezzo,1956-01-01,TUR,0
Winter,1960 Squaw Valley,1960-01-01,TUR,0
Winter,1964 Innsbruck,1964-01-01,TUR,0
Winter,2010 Vancouver,2010-01-01,COL,0
Summer,1968 Mexico City,1968-01-01,INA,0
Summer,2012 London,2012-01-01,HAI,0
Summer,2004 Athina,2004-01-01,NRU,0
Summer,2008 Beijing,2008-01-01,NRU,0
Summer,2012 London,2012-01-01,NRU,0
Summer,1996 Atlanta,1996-01-01,NRU,0
Winter,1988 Calgary,1988-01-01,IND,0
Winter,1924 Chamonix,1924-01-01,HUN,0
Summer,1980 Moskva,1980-01-01,SRI,0
Summer,2012 London,2012-01-01,NEP,0
Winter,2014 Sochi,2014-01-01,DMA,0
Summer,1996 Atlanta,1996-01-01,SEN,0
Summer,1964 Tokyo,1964-01-01,SEN,0
Summer,1984 Los Angeles,1984-01-01,GUI,0
Summer,1996 Atlanta,1996-01-01,GUI,0
Summer,1984 Los Angeles,1984-01-01,MTN,0
Winter,2014 Sochi,2014-01-01,POR,0
Summer,1964 Tokyo,1964-01-01,GUY,0
Summer,1992 Barcelona,1992-01-01,MON,0
Summer,1996 Atlanta,1996-01-01,MON,0
Summer,2004 Athina,2004-01-01,MON,0
Summer,2008 Beijing,2008-01-01,MON,0
Summer,2004 Athina,2004-01-01,GUI,0
Summer,1988 Seoul,1988-01-01,PAN,0
Summer,1968 Mexico City,1968-01-01,CIV,0
Winter,1994 Lillehammer,1994-01-01,BLR,2
Summer,2000 Sydney,2000-01-01,MTN,0
Summer,2000 Sydney,2000-01-01,ESA,0
Summer,2004 Athina,2004-01-01,ESA,0
Summer,1904 St. Louis,1904-01-01,GRE,2
Winter,2006 Torino,2006-01-01,GRE,0
Winter,1960 Squaw Valley,1960-01-01,BUL,0
Winter,1998 Nagano,1998-01-01,MKD,0
Winter,2002 Salt Lake City,2002-01-01,MKD,0
Summer,2016 Rio de Janeiro,2016-01-01,PLW,0
Summer,1980 Moskva,1980-01-01,MLI,0
Summer,1984 Los Angeles,1984-01-01,MLI,0
Summer,1992 Barcelona,1992-01-01,ARU,0
Summer,1996 Atlanta,1996-01-01,ARU,0
Summer,2004 Athina,2004-01-01,RWA,0
Summer,2008 Beijing,2008-01-01,RWA,0
Summer,1992 Barcelona,1992-01-01,BOT,0
Winter,2014 Sochi,2014-01-01,JAM,0
Summer,2004 Athina,2004-01-01,COM,0
Summer,1984 Los Angeles,1984-01-01,CHA,0
Summer,2004 Athina,2004-01-01,SWZ,0
Summer,2008 Beijing,2008-01-01,SWZ,0
Summer,1992 Barcelona,1992-01-01,SWZ,0
Summer,1984 Los Angeles,1984-01-01,SWZ,0
Summer,1988 Seoul,1988-01-01,SWZ,0
Summer,2000 Sydney,2000-01-01,CPV,0
Summer,2000 Sydney,2000-01-01,TJK,0
Summer,1988 Seoul,1988-01-01,SLE,0
Summer,1976 Montreal,1976-01-01,AND,0
Summer,1956 Stockholm,1956-01-01,ESP,0
Winter,1948 Sankt Moritz,1948-01-01,CHI,0
Winter,1984 Sarajevo,1984-01-01,MGL,0
Winter,1998 Nagano,1998-01-01,IRL,0
Winter,2002 Salt Lake City,2002-01-01,IRL,0
Summer,1912 Stockholm,1912-01-01,SUI,1
Summer,1988 Seoul,1988-01-01,BHU,0
Winter,1980 Lake Placid,1980-01-01,MGL,0
Summer,1960 Roma,1960-01-01,AFG,0
Summer,1932 Los Angeles,1932-01-01,URU,1
Summer,1996 Atlanta,1996-01-01,GUY,0
Summer,1996 Atlanta,1996-01-01,LUX,0
Winter,1994 Lillehammer,1994-01-01,SLO,3
Summer,2016 Rio de Janeiro,2016-01-01,VIE,2
Summer,2008 Beijing,2008-01-01,VIE,1
Summer,2004 Athina,2004-01-01,VIE,0
Winter,1998 Nagano,1998-01-01,SCG,0
Winter,2002 Salt Lake City,2002-01-01,SCG,0
Summer,1968 Mexico City,1968-01-01,UGA,2
Summer,1996 Atlanta,1996-01-01,GAM,0
Winter,1988 Calgary,1988-01-01,DEN,0
Winter,1992 Albertville,1992-01-01,LTU,0
Winter,1994 Lillehammer,1994-01-01,LTU,0
Winter,2006 Torino,2006-01-01,LTU,0
Winter,2002 Salt Lake City,2002-01-01,CRO,4
Winter,2002 Salt Lake City,2002-01-01,TJK,0
Winter,2006 Torino,2006-01-01,TJK,0
Winter,2010 Vancouver,2010-01-01,TJK,0
Summer,1976 Montreal,1976-01-01,CHI,0
Summer,1908 London,1908-01-01,RSA,2
Summer,2016 Rio de Janeiro,2016-01-01,BER,0
Winter,2006 Torino,2006-01-01,DEN,0
Summer,1984 Los Angeles,1984-01-01,URU,0
Summer,2016 Rio de Janeiro,2016-01-01,DMA,0
Summer,2004 Athina,2004-01-01,ISV,0
Summer,1988 Seoul,1988-01-01,RWA,0
Summer,1908 London,1908-01-01,RUS,3
Winter,1960 Squaw Valley,1960-01-01,RSA,0
Summer,1912 Stockholm,1912-01-01,UNK,0
Summer,1932 Los Angeles,1932-01-01,VEN,0
Summer,1906 Athina,1906-01-01,BOH,2
Summer,1956 Melbourne,1956-01-01,ISL,1
Summer,1960 Roma,1960-01-01,ISL,0
Winter,2010 Vancouver,2010-01-01,EST,1
Winter,1968 Grenoble,1968-01-01,FIN,5
